# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Aphidoletes_aphidimyza_AA	Bibio_marci_AA	Bradysia_corophila_AA	Contarinia_nasturtii_AA	Dilophus_febrilis_AA	Drosophila_melanogaster_AA	Plecia_longiforceps_AA	Pseudolycoriella_hygida_AA	Resseliella_maxima_AA	Sitodiplosis_mosellana_AA
0	17599	8540	16160	16493	12418	0	0	0	17682
0	1650	2178	0	803	1305	0	0	0	9382
0	0	2815	0	0	0	0	1330	0	0
0	0	0	13989	0	0	0	0	0	24624
0	0	0	13988	0	0	0	0	0	24623
0	0	0	13987	0	0	0	0	0	24622
0	0	0	13985	0	0	0	0	0	24621
0	17584	8542	16162	0	12419	0	0	0	17692
0	15380	9810	2507	0	7190	0	0	0	0
14523	254	4487	8975	324	17542	8564	0	3901	3459
441	17440	7648	5728	17496	17600	0	17077	4173	18853
0	10937	20913	1	0	2918	0	0	0	10298
4609	0	25961	22433	0	0	0	1076	2918	32184
0	0	0	1209	0	25078	0	0	0	612
0	0	0	1208	0	30073	0	0	0	610
9071	0	26690	1363	0	0	0	0	14154	27619
0	8790	7660	3972	0	0	0	0	0	21055
11842	15997	9930	6617	14212	22495	662	16140	10225	4486
7449	0	2448	0	0	0	0	0	0	14630
0	0	8722	11308	0	0	0	0	0	24402
9332	7739	25243	4236	8217	16223	11584	0	7460	26753
0	0	1633	16717	0	0	0	0	0	27033
0	0	0	16716	0	0	0	0	0	27032
0	0	0	16715	0	0	0	0	0	27031
0	0	0	16714	0	0	0	0	0	27030
9161	3734	5626	14597	0	24046	7848	7818	9536	29787
2796	7904	0	20726	0	13895	0	0	1605	25256
0	0	8545	16159	0	26436	0	0	0	17684
0	0	0	19639	0	0	0	0	0	426
3847	10529	13237	19936	9609	11257	0	0	4951	21373
9072	0	26691	1367	0	0	0	0	0	27621
3797	1108	6289	4911	3296	16939	7104	6118	8662	10658
0	0	0	3974	0	0	0	0	9268	21052
3293	4036	3359	5816	1900	0	0	0	2129	25064
0	473	0	16712	0	0	0	0	0	27028
0	0	0	16711	0	0	0	0	0	27027
0	0	0	16710	0	0	0	0	0	27026
8	17764	8792	23540	17118	1189	1525	2137	12477	15392
16619	262	9706	8317	3933	9817	5756	14501	14092	5663
0	16810	199	0	15670	14338	4825	354	0	0
12213	0	27492	15578	0	3076	0	0	0	4095
4309	0	3132	5415	0	28431	0	0	0	31147
4310	0	0	5414	0	30497	0	0	0	31141
0	0	0	5413	0	12830	0	0	0	31135
9073	0	26692	1364	0	0	0	0	0	27623
183	17998	7357	19632	17145	20187	2211	982	8154	17948
0	17484	27166	0	15492	2317	0	0	0	19322
0	0	0	18684	0	0	0	0	8107	16171
4049	12714	25597	0	0	3601	0	0	0	1700
7	17759	8791	23553	17113	28167	0	0	0	15401
0	0	12400	0	0	0	0	0	0	16222
5943	11512	6188	7474	9118	23799	5378	3664	3768	14455
0	0	21470	0	0	0	0	9738	0	0
5056	6273	9246	22373	8318	10459	4537	3923	2894	20338
4578	11215	15100	12847	0	10245	0	4265	9113	32150
0	0	0	19354	11411	0	0	0	0	7280
0	7895	0	20734	0	8248	0	0	0	25257
13018	0	28235	7993	0	0	0	0	0	512
0	0	6901	0	0	0	0	1423	0	0
0	0	13394	0	0	0	0	3047	0	0
12230	15388	9835	2712	0	5190	0	0	0	284
0	0	1010	24136	0	0	0	0	0	25105
8234	8998	20514	24921	6421	20666	10177	10398	3916	12383
2398	0	0	24315	0	0	0	0	2184	16300
624	19443	21461	13433	0	0	0	0	3796	19758
622	19500	0	0	17716	6434	0	0	0	17852
0	0	6200	13181	0	0	0	0	0	3848
0	8699	13727	9723	8177	14260	9560	0	3684	30969
3654	11610	17301	4907	12184	4036	3305	4568	2399	24846
16326	15854	517	984	0	25153	0	0	0	1526
8990	6571	22417	10151	5076	28011	11874	0	3112	27575
14949	4054	2194	8682	3433	6832	0	0	0	31635
372	18715	0	16150	17395	11844	0	0	0	22393
0	0	0	3973	0	0	0	0	0	21056
0	17375	9330	0	16855	15283	34	0	0	0
10093	3019	2324	1467	285	15728	6658	1860	14248	11937
9	17772	8793	23547	17120	30451	0	0	0	15402
0	0	14771	13940	0	0	0	0	0	22435
0	0	21460	13430	0	0	0	0	0	19754
0	0	21455	13429	0	0	0	0	0	19753
13045	300	1573	6909	2610	9664	2983	8136	13	6435
0	858	4921	18758	57	0	0	0	7358	30669
0	5155	2347	15304	0	10318	0	0	9292	30003
0	18490	27596	0	16925	16203	0	17041	0	0
0	0	16951	0	0	0	0	2707	0	0
16325	0	0	987	0	0	0	0	0	1524
0	0	27910	12452	0	0	0	0	0	3128
0	11089	0	0	11532	9499	0	0	0	14408
15270	3379	0	0	2269	28261	0	0	0	9034
0	0	18680	0	0	0	0	12281	0	0
8213	7675	22704	1942	5765	9352	11163	10895	9576	26863
0	7619	14046	14911	6583	27409	0	0	0	30660
0	0	3837	3556	0	0	0	0	0	26961
0	0	3838	3555	0	0	0	0	0	26960
0	0	3839	3554	0	0	0	0	0	26959
14950	4040	2196	8684	3447	6834	0	0	0	31661
0	7926	0	20740	0	8251	0	0	0	25255
0	0	5849	15400	0	15844	0	0	9502	29712
0	0	21453	13435	0	0	0	0	0	19760
0	14311	7118	0	13489	0	2650	745	0	0
0	2507	3533	0	1056	2064	5907	7873	0	0
1000	14633	28389	6154	13070	15277	1680	15210	6163	22642
0	0	4488	8976	0	4907	0	0	0	3460
0	0	25962	22434	0	0	0	0	0	32183
0	8001	25109	0	5894	26442	0	0	0	14519
4661	10054	1823	21191	9594	6515	3488	1715	0	31998
0	7002	19727	6268	4800	27777	0	0	0	23119
0	7018	19735	6261	0	27778	0	0	0	23118
0	7009	19760	6252	0	27779	0	0	0	23117
0	1634	2179	0	792	10370	0	0	0	0
11155	8460	9596	23624	0	4254	0	0	0	13114
4662	10065	1902	21190	9597	6516	0	0	0	31999
10094	3009	2325	1468	291	0	0	0	0	11938
3298	0	9155	6290	0	0	0	0	2135	31443
999	14634	28390	6155	13079	5435	0	0	0	22641
14948	4012	2195	8685	0	4849	0	0	0	31662
0	0	21454	13434	0	0	0	0	0	19755
1421	0	22940	0	0	0	0	15051	0	0
0	1501	0	1015	271	0	0	0	0	0
13019	0	28236	7994	0	0	0	0	0	514
11460	18029	8531	3622	17497	8963	4620	0	9175	26467
10059	1168	2963	18134	1573	13840	0	6536	0	20869
879	17002	24080	12933	16605	16273	3413	814	2312	19156
12192	14921	13953	1037	14271	19270	0	0	10251	1487
5363	12024	12583	9647	0	0	0	0	0	13916
14951	4024	2198	8686	0	6835	0	0	0	31636
16862	1394	2791	9084	4236	14977	8577	6978	7962	8669
0	0	0	4908	12188	27234	0	0	0	24837
9074	0	0	1365	0	0	0	0	0	27618
0	0	0	7928	0	0	0	0	0	1589
1179	16520	1395	14191	15373	28255	9023	13981	5325	18780
1720	17055	7342	13479	15924	17457	9302	15017	1913	26237
1046	0	21486	13542	0	24354	0	0	0	18684
0	7901	19557	0	8185	8469	11802	8897	0	0
0	0	10211	20748	0	0	0	0	0	25258
3675	12063	4569	4899	10926	28330	4797	4758	12561	1170
0	11571	11519	9369	0	0	0	0	0	12347
4053	19471	0	0	0	26344	0	0	0	4977
0	0	21462	13436	0	0	0	0	0	19757
16404	15169	7137	2505	13744	19	0	0	3620	4634
0	0	0	16347	0	1875	0	0	0	4904
0	18712	0	16153	0	19509	0	0	0	22392
7124	0	0	21032	82	0	0	0	0	14806
8831	4436	4944	3627	2109	3780	0	5729	7355	30594
0	0	0	2132	0	24149	0	0	0	20275
0	0	0	2130	0	30595	0	0	0	20274
0	0	0	2129	0	0	0	0	0	20272
0	0	0	2128	0	0	0	0	0	20271
0	0	0	2127	0	0	0	0	0	20270
0	0	0	2126	0	0	0	0	0	20269
0	0	0	2124	0	0	0	0	0	20268
0	18933	8929	9918	15351	0	0	13192	11064	23225
0	0	823	0	0	0	0	4550	0	0
11	17758	8794	23558	17108	3581	0	0	0	15396
998	0	28388	6152	0	25982	0	0	0	22640
8872	1662	3491	0	2417	10185	7067	6426	7380	0
0	0	23369	0	0	8622	0	0	11253	0
2692	0	0	0	0	20289	0	9022	0	24701
11978	1247	1598	751	3186	2032	6571	7311	6807	5190
0	6851	0	0	5423	0	0	0	0	0
0	0	0	0	0	30691	0	0	0	9175
2682	8107	0	20169	6133	23197	0	0	5524	2175
0	0	21459	13438	0	0	0	0	0	19759
0	0	0	5391	0	1994	0	0	0	4833
3891	0	16619	22192	0	6916	0	3285	2908	17074
16848	16140	15855	15783	13390	14251	1266	17351	11370	10971
5657	9827	25896	18876	9446	17497	0	3243	13158	11478
8214	0	22705	1941	5769	15703	11169	0	0	26862
0	0	26998	13469	0	0	0	0	0	0
10588	8471	18907	14977	0	3519	11807	8904	9462	27307
5905	7781	22917	7698	8736	12573	12147	12458	6332	15196
13959	15652	424	15839	12918	2452	0	17505	11374	11001
1044	0	0	13543	0	30026	0	0	0	18683
12229	0	9832	2711	0	7745	0	0	0	0
4659	10045	2299	21192	9604	3900	0	0	0	32008
4660	10062	2383	21193	0	14790	0	0	0	32012
1226	0	10116	9299	0	0	0	14455	2308	19163
13368	14144	23660	2439	14977	0	0	16479	2452	8021
0	14145	0	2438	0	19315	0	0	0	8020
0	14147	0	2437	0	0	0	0	0	8019
6363	11782	24463	15525	10474	23250	3674	3528	11545	8497
16284	0	0	0	0	14860	0	0	0	6378
343	18902	8428	2370	15135	15693	4643	13223	6032	22464
0	18707	0	16152	0	25692	0	0	0	22391
615	0	0	24006	0	0	0	0	6000	18412
4663	0	1978	21189	0	3901	0	0	0	32007
0	0	2054	21187	0	6517	0	0	0	32006
0	0	2131	21186	0	14791	0	0	0	32005
0	0	2217	21185	0	26660	0	0	0	32004
0	0	0	0	0	30690	0	0	0	9171
0	0	0	18404	0	22343	0	0	0	11111
460	17464	1335	5370	15901	14650	4760	16260	4159	19102
0	0	0	5360	0	8097	0	0	0	19101
0	0	6129	0	0	0	0	7792	0	0
0	1973	0	0	1928	23416	0	0	0	27863
0	0	27911	12453	0	0	0	0	0	3132
14782	0	0	0	0	4055	0	0	0	0
8489	15620	24170	15373	12536	4059	0	0	0	14959
11524	5987	21848	14761	6303	8710	11938	619	3160	27452
7771	0	2882	19368	0	2635	0	0	0	7342
1892	8794	0	195	7566	12290	10116	0	0	26139
12986	16136	439	8237	13538	18327	1638	17514	10041	8223
13433	2811	4008	11215	1530	0	0	6404	887	2580
0	0	0	0	0	26945	0	0	0	9169
0	0	0	0	0	3885	0	0	0	19709
7690	10765	862	9622	10645	0	0	0	2048	3593
12212	0	27483	15579	0	25037	0	0	0	4107
0	0	23880	1087	0	1571	0	0	0	0
0	0	0	0	0	0	0	0	11231	31532
0	0	4650	0	0	0	0	6336	0	0
3116	17882	8289	5772	17559	14596	0	14317	2127	25070
9214	8361	22689	18285	5619	8681	0	10903	294	20872
12985	16132	438	8238	13532	7412	0	0	0	8222
12984	16130	0	8235	13529	0	0	0	0	8221
11027	0	0	2381	0	0	0	0	312	20848
0	0	27490	15580	0	30061	0	0	0	4108
0	8374	22691	18284	5621	8682	0	0	0	20871
0	0	28387	6153	0	25983	0	0	0	22643
6893	0	0	19389	0	0	0	0	0	0
0	0	7652	24265	16399	4270	0	0	0	19112
0	19478	0	14327	0	0	0	0	0	19762
0	19480	0	14323	0	0	0	0	0	19761
192	16344	6916	9953	0	0	0	0	4579	18395
12616	0	4926	8481	0	0	0	5713	9372	5543
2632	10142	5519	311	0	23919	0	0	5794	23410
0	3185	6050	12672	411	1320	0	0	0	0
0	8383	22693	18286	0	8683	0	0	0	20882
10401	9443	21747	4366	7024	21305	0	0	1155	30164
5904	0	0	0	8740	21253	0	0	0	15197
0	0	0	2373	0	0	0	0	0	20849
0	5356	16367	0	5854	28097	0	12415	0	0
0	5653	5509	14835	0	8859	0	3739	0	22882
0	0	16857	22056	0	29828	0	0	0	30624
5301	11677	12599	10339	10688	3956	4566	1686	7731	3303
11526	5977	0	14762	6299	14692	0	0	0	27451
0	0	0	5392	0	0	0	0	0	4845
0	0	0	20983	0	0	0	0	1531	0
0	1204	0	0	2828	0	0	0	0	0
6817	6773	20848	14554	0	21093	12153	11836	0	14412
16583	15301	80	18539	12321	1460	1093	17454	3953	14794
11525	5962	0	0	6297	27608	0	0	0	27450
0	0	26739	19144	0	0	0	0	0	27330
7076	12626	16996	19940	11671	0	0	3443	11731	1297
8511	7913	22026	0	5493	25518	0	0	0	0
5282	12876	14148	5512	10151	1219	0	0	14329	2362
3364	0	12466	87	7087	1771	0	840	1651	25994
0	0	3709	4024	0	2153	7174	0	0	26976
0	5484	19969	6599	8510	0	0	0	10883	25137
16305	9358	20887	11787	4843	1871	12024	9810	12036	2945
0	2890	6635	0	3574	10071	6554	426	0	0
364	17324	9406	13404	17517	0	0	0	10101	22412
0	5308	0	0	0	0	0	0	635	0
0	0	0	440	0	353	0	0	0	0
0	0	78	0	12689	0	0	0	0	0
0	1450	23311	0	4599	0	0	0	0	0
3368	17502	18227	6981	15782	1964	0	13468	1687	23949
0	0	0	2364	0	0	0	0	0	20847
0	2985	25838	4569	1173	0	0	0	3162	29860
16840	0	12399	0	0	0	0	0	0	0
1020	16778	193	8311	17507	13326	5452	1953	4626	19377
7294	17030	8262	19527	15105	25998	1808	14316	4344	32228
9672	8033	21632	16887	7938	3466	8840	8502	11486	27988
0	0	21633	16886	0	13989	8841	0	0	27987
0	0	0	0	0	25752	0	0	0	7790
4539	12680	12836	22597	8924	17064	4467	4218	1786	24674
2244	0	0	16264	0	0	0	0	13186	25586
9728	8024	12468	3996	5024	5834	0	0	0	30815
0	0	0	15784	13392	30032	0	0	0	10969
0	0	0	9950	0	0	0	0	0	18394
13666	14273	26545	2985	13781	16552	0	17788	2420	8093
13667	14281	26543	2984	13770	5099	0	0	0	8092
13665	0	26547	2983	13775	24980	0	0	0	8091
0	0	21701	16846	0	0	0	0	0	28638
14649	1378	4287	9285	4153	16848	6973	5409	2623	9383
0	0	22700	18287	0	8684	0	0	0	20878
2876	16893	13491	14161	17014	20131	5268	17825	10658	17070
0	0	0	1366	0	0	0	0	0	27617
906	14526	4598	19166	12430	22173	67	3575	4614	19339
14118	0	27498	10749	0	4184	4128	16793	8219	9121
0	0	28231	7995	0	2491	0	0	0	524
14513	5076	5983	13008	2010	0	0	6627	3319	9847
4891	0	24601	4888	0	0	0	16573	4240	6004
0	3189	6052	0	420	0	0	0	0	0
6052	13318	25526	10016	10583	10954	5198	9587	5181	31866
0	8797	11834	196	7574	14215	0	0	0	26142
0	0	9736	16064	0	7185	0	14487	1445	10862
14594	0	0	17848	0	0	0	0	0	6144
0	0	0	17846	0	0	0	0	0	6143
0	0	19950	0	0	0	0	0	0	21171
1082	16714	8799	13825	16121	0	0	0	695	22057
0	5489	19968	6592	0	0	0	0	0	25136
2631	0	5533	312	0	29227	3385	0	0	23409
1929	0	8767	10334	0	0	0	0	11119	23041
13487	0	4126	10607	0	0	0	0	0	9239
6499	13209	15615	20392	11747	22916	0	3643	9029	11345
2116	17063	27507	12794	0	12286	5285	17008	3494	26363
2117	0	27505	12786	0	12287	0	0	0	26362
12959	13418	9638	7317	13411	4136	2731	17818	0	778
3856	0	14246	10233	10270	1339	0	0	1825	7167
0	0	0	13177	0	4022	0	0	0	3846
13755	11851	4253	10678	10379	21537	3623	573	8247	9224
0	6981	19744	6276	0	27780	0	0	0	23115
8175	0	8216	4273	0	0	0	0	0	15526
4892	16127	23268	5058	12475	11547	1753	13490	4247	2693
0	0	15108	0	0	8774	0	0	0	7919
2939	0	0	11978	0	0	0	0	5653	17117
0	0	8244	0	0	0	0	16588	0	0
4293	0	25650	9517	0	0	0	3159	11717	15760
3761	3674	2206	5196	1871	26852	7660	7573	4426	19035
1219	13067	6255	22521	9294	21700	0	3686	5313	21863
0	0	0	0	0	25748	0	0	0	7800
0	0	0	0	0	25747	0	0	0	7799
0	0	0	0	0	25746	0	0	0	7798
0	0	0	0	0	25745	0	0	0	7797
0	0	0	0	0	19603	0	0	0	7796
0	17023	8263	19528	15109	12040	0	0	0	32217
0	4447	4946	3634	2118	29135	0	0	0	30595
7716	0	25870	9616	0	9355	0	0	0	0
0	0	0	10343	0	0	0	0	0	23040
10400	9448	0	4368	0	30349	0	0	0	30153
0	3443	5432	3265	2116	1293	0	0	0	28139
4991	12536	2467	19318	11567	17265	4104	8064	13262	436
0	0	12500	3998	5028	0	0	0	0	30817
0	17020	0	19529	0	19955	0	0	0	32246
0	13316	0	10017	10573	10955	0	0	0	31865
179	18530	15953	5309	16628	5563	5312	16878	9647	18664
822	0	1920	13706	0	3756	0	0	1428	19997
0	9437	0	4369	0	0	0	0	0	30163
1551	0	9547	24718	17079	0	0	13281	11095	23161
823	0	1918	13717	0	10005	0	0	1429	19996
826	0	1919	13716	0	15937	0	0	0	19995
825	0	1921	13715	0	0	0	0	0	19994
7581	10964	26736	0	0	0	0	9915	6207	7816
0	0	0	19177	0	0	5672	0	4624	0
0	0	0	4367	0	0	0	0	0	30151
16735	15543	10049	870	13243	13605	0	0	11855	346
0	6579	0	0	0	26193	0	0	0	25488
11287	224	20474	8445	1008	900	0	0	7360	30622
894	19458	13866	8378	0	0	0	12210	2318	20193
888	0	0	10769	0	0	0	0	2319	20190
0	0	0	23577	0	0	0	0	0	19454
0	0	0	23575	0	0	0	0	0	19453
0	0	0	23573	0	0	0	0	0	19452
4664	0	2469	0	0	6514	0	0	0	32023
317	16707	23574	0	0	25675	0	0	6025	22449
0	0	4927	8480	0	0	0	0	0	5544
15114	0	0	20319	0	0	0	0	0	9964
0	4048	2199	8688	0	6833	0	0	0	31664
14788	8856	1457	11357	8488	18057	6810	0	8022	8877
0	15995	9931	6616	14217	30475	0	0	0	4485
207	0	701	8273	0	0	791	14535	4563	17991
827	0	1922	13714	0	0	0	0	0	19993
824	0	1923	13712	0	0	0	0	0	19992
828	0	0	13711	0	0	0	0	0	19990
0	0	0	13710	0	0	0	0	0	19989
0	0	0	13709	0	0	0	0	0	19988
0	0	0	13708	0	0	0	0	0	19987
0	3803	4915	0	275	0	7146	6504	0	0
11898	13830	15775	663	0	0	0	0	0	473
0	0	0	442	0	352	0	0	0	0
16451	0	13901	7284	0	0	471	16858	8689	260
0	0	0	23572	0	0	0	0	0	19451
1745	12823	12553	0	9149	920	0	4340	3435	24519
0	0	7233	7894	13495	3085	402	0	0	0
4268	10311	14417	19570	11395	1332	4777	1993	13251	379
892	0	13858	8359	0	0	0	0	0	20192
6786	0	19709	7591	5417	27674	0	8868	6408	11278
0	0	25104	10778	0	0	0	9316	0	20189
0	0	22058	24001	0	0	0	0	0	24944
0	0	22059	24000	0	0	0	0	0	24943
893	0	0	8367	0	0	0	0	0	20191
16854	136	0	0	2147	6052	0	0	0	0
7301	11901	16647	19605	12102	16850	4783	3296	1766	9870
0	11905	16649	19604	12106	0	0	0	0	9861
0	0	0	19603	12095	2869	0	0	0	9853
8242	5882	25240	15291	5449	0	10138	10698	11453	15744
9872	8341	21433	3387	7561	1183	11235	0	3709	26934
0	0	25754	0	0	6155	0	0	0	15206
0	0	12484	3995	0	9141	0	0	0	30812
3427	0	0	247	0	0	0	0	1643	26016
16737	0	0	871	0	13948	0	0	0	350
14352	1313	1997	12676	1568	0	0	6927	11263	2691
0	0	21406	0	0	16880	0	9705	0	0
3101	17344	8256	5738	15876	0	9423	14318	8486	25065
5796	0	0	16589	0	0	0	0	0	0
0	7996	25113	0	0	26443	0	0	0	14520
734	3269	4922	24202	1726	29419	7802	5577	1219	20089
4230	10079	0	5542	9924	16236	0	0	8586	25990
0	17014	0	19530	0	12041	0	0	0	32236
0	1044	2342	0	0	17709	0	0	0	0
0	16001	9935	6618	14206	0	0	0	0	4490
12724	15514	10027	1074	15032	1041	0	16153	10030	576
0	0	3973	0	4441	17001	0	0	0	0
0	0	25753	0	0	6154	0	0	0	15198
1938	17724	857	24503	15489	16271	1108	0	3417	26164
0	17717	0	24502	0	0	0	0	0	26163
13129	11631	16991	8181	10994	15875	0	0	12747	8237
2109	17021	9737	13416	0	20762	1677	0	13792	19036
0	936	0	0	2785	14901	0	0	12905	0
0	0	0	13718	0	0	0	0	0	20003
7701	10368	17300	9556	10746	3533	195	1314	2807	10752
7583	0	0	0	0	0	0	0	0	11949
16453	14954	0	0	14922	0	0	0	0	259
0	0	12443	3997	0	27986	0	0	0	30811
0	0	0	13545	0	3004	0	0	0	18682
0	0	0	13544	0	0	0	0	0	18681
5008	11288	23460	19706	12006	27842	8918	0	9044	7424
0	0	20815	23035	0	11871	0	0	0	30211
0	0	20813	23031	0	29611	0	0	0	30210
14784	1127	2706	11258	1271	6896	6688	4996	8019	8880
0	0	22564	0	0	0	0	0	0	26792
0	0	22559	0	0	0	0	0	0	26791
3737	0	13730	15533	0	0	0	0	2937	32132
0	6963	19752	6281	0	30373	11569	0	0	23124
1520	0	20185	7697	0	0	0	9495	5749	23244
3333	5095	22479	8957	1147	8709	10214	0	13891	25402
3593	12292	2598	19332	0	0	0	0	0	31754
1894	18605	13523	194	0	1756	584	13739	3571	26143
14943	1141	22737	9116	2304	16308	0	0	8073	2182
1550	0	9549	24720	0	21723	0	0	0	23163
14692	0	3202	11544	0	6575	0	4902	8002	8924
7580	0	0	0	0	0	0	0	0	11943
0	0	1905	0	0	17591	0	0	0	2576
5183	1011	0	10101	3750	0	8316	17838	778	7177
0	0	0	1368	0	0	0	0	0	27622
9961	2780	27912	1674	4339	2949	6904	6056	14201	28837
14256	2996	3788	11452	523	10563	8647	0	7047	9600
1343	11287	1332	21883	9379	0	10030	16258	11842	29499
290	0	0	24803	0	0	0	0	9236	22174
13243	13555	27598	6983	14743	14249	0	16047	8747	830
0	4746	6592	0	2531	24139	0	5139	0	0
9118	0	19372	4617	0	0	0	0	0	0
0	6370	0	0	5990	0	0	0	0	0
0	1770	0	24842	4622	12941	0	0	0	20053
0	0	0	24841	4629	23117	0	0	0	20052
1744	12845	0	0	9159	10389	0	0	0	24516
2951	0	19392	14287	0	0	0	9095	10653	17079
0	10049	0	0	9216	10458	0	0	0	26189
0	17648	0	0	17491	0	0	0	0	0
0	0	27908	12451	0	10086	0	0	0	3130
11980	1256	1599	754	3196	2031	0	0	0	5196
11979	0	1601	753	0	28591	0	0	0	5195
763	17060	7351	13681	15144	11841	0	0	1410	19944
0	0	26302	0	0	11168	0	0	0	9718
3738	0	13728	0	0	0	0	0	354	32131
4005	10233	6201	0	12147	10952	4166	3671	0	4439
0	17463	27174	0	0	2322	0	0	0	19330
9854	4180	3962	1423	1481	0	6846	7327	6830	30131
3723	10760	24464	4871	11178	14990	4910	0	12980	11327
0	7097	22396	0	8416	0	0	0	0	26107
0	8681	19126	0	0	0	10867	0	0	0
0	17467	27172	0	0	19891	0	0	0	19329
1617	18730	7698	5706	15870	20335	912	14370	5757	23305
0	0	26296	0	0	11170	0	0	0	9717
0	0	0	985	0	0	0	0	0	1523
1155	0	7492	7808	0	0	1544	15610	4139	11999
0	0	0	13720	0	0	0	0	0	20015
0	0	27378	0	0	0	0	0	0	4465
0	11301	0	19704	11997	0	0	0	0	7426
0	0	27503	10748	0	4185	0	0	0	9119
5906	13263	12938	17359	4174	0	0	0	8195	7048
9423	6082	22713	14644	5716	9358	11150	10820	9904	29416
13861	6677	20546	0	5504	21078	12127	0	3328	1831
0	0	22529	0	0	10887	0	0	0	10365
0	0	27491	15581	0	0	0	1783	0	4109
10242	6469	20248	4013	5458	8759	9798	0	1169	20586
0	0	1906	0	0	0	0	0	0	2575
0	0	0	13547	0	0	0	0	0	18680
0	8455	22116	0	8529	26276	0	11107	0	0
2457	0	26891	24125	0	0	0	9276	2152	0
16736	0	0	0	0	24835	0	0	0	354
11094	7872	19621	16163	0	0	9981	11845	798	17313
4657	10028	12519	9680	8934	0	3320	1724	1879	31992
10160	752	2486	1836	1964	18215	6264	5693	9881	20549
0	0	12973	0	0	0	0	1482	0	0
0	0	3121	14844	0	0	0	0	9542	29854
8211	2446	4809	16650	3235	2182	0	5655	6123	28436
2713	17522	27599	14178	17259	0	0	15721	10689	24324
2714	17531	0	14177	0	0	9162	0	0	24323
2715	17528	0	14176	17256	0	0	0	0	24322
0	0	0	14175	0	0	0	0	0	24319
0	0	0	14174	0	0	0	0	0	24318
0	0	0	14173	0	0	0	0	0	24317
0	9278	16272	0	0	20490	0	0	0	16629
0	0	0	20645	0	0	0	0	0	21778
9350	6696	10740	3177	6607	21368	0	0	0	30016
0	0	26300	0	0	0	0	0	0	9716
0	0	0	246	0	0	0	0	0	26024
0	0	0	245	0	0	0	0	0	26023
0	0	0	244	0	0	0	0	0	26021
0	0	0	242	0	0	0	0	0	26020
15751	19662	10000	10673	18136	10357	5635	14185	2245	2809
9610	5165	2208	16784	2473	23571	0	7645	3203	28626
0	0	0	23576	0	0	0	0	0	19464
0	15993	9932	6619	0	0	0	0	0	4494
7364	11643	12194	5271	11038	11076	3214	0	8638	11214
0	11634	12195	5270	11033	27222	0	0	0	11204
0	0	0	6288	0	30374	0	0	0	23131
0	4798	4901	18290	0	13239	0	0	0	0
11640	15548	18181	8294	14254	2468	2270	14657	12693	8191
0	0	0	0	0	10933	0	0	0	18173
2694	0	0	0	6483	29681	0	0	0	24708
28	3923	9348	23708	4683	4499	6772	0	12484	15362
0	0	0	12447	0	0	0	0	0	3131
9500	1575	10670	3267	2665	2687	6269	7316	1020	20311
4439	12066	14629	21994	0	2855	3747	2316	10472	31218
0	17472	27168	0	0	5411	0	0	0	19323
0	0	0	0	0	17487	0	0	0	18172
7063	12350	9831	19921	9653	14065	0	603	10446	17037
0	5814	0	248	0	0	0	0	0	26019
0	8812	20444	9736	8341	9348	12157	0	0	10784
0	0	20443	9735	8349	22266	0	0	0	10783
0	13641	0	0	3974	25003	0	0	0	0
0	0	0	0	0	10929	0	0	0	18171
0	0	3128	14845	0	28919	0	0	0	29857
1616	18731	7699	5709	15865	12229	0	0	0	23306
3369	17505	18228	7001	15786	3589	0	0	0	23951
0	0	0	0	0	10930	0	0	0	18169
3671	10586	13429	9768	11201	8900	0	478	0	13040
3423	8888	9564	7709	6735	0	10810	2411	5804	23021
1019	17015	23551	14539	17107	0	0	14351	4627	19376
0	0	19741	0	0	0	0	12901	0	0
0	0	0	0	0	12781	0	0	0	13810
13577	0	0	805	17941	0	0	0	6806	5855
0	0	0	804	0	0	0	0	0	5854
0	0	0	6993	0	5929	0	0	0	23950
0	0	22499	0	0	14921	0	0	0	10366
10243	6451	20247	4014	5453	27652	0	0	0	20585
9425	6077	22714	14645	5713	22285	0	0	0	29418
869	0	0	12025	0	0	0	0	5300	22230
0	0	0	13721	0	0	0	0	0	20027
0	6646	0	0	6652	0	0	8398	0	0
13168	14916	23894	3067	13806	14074	1699	546	28	6665
0	0	23895	3066	0	25265	0	0	0	6664
0	0	23896	3065	0	25266	0	0	0	6663
0	0	23897	3064	0	25267	0	0	0	6662
0	0	23898	3063	0	25268	0	0	0	6661
0	0	23899	3062	0	0	0	0	0	6660
0	0	23900	3061	0	0	0	0	0	6659
0	18903	0	2371	15132	0	0	0	0	22465
0	13077	6236	22527	9287	30403	0	0	0	21865
0	0	11433	0	0	15298	0	0	0	25119
0	0	11432	0	0	0	0	0	0	25118
16038	3428	20689	12152	3193	0	8369	7511	5575	2209
0	4701	0	0	278	0	0	0	0	0
0	0	19854	1867	0	27341	0	0	0	0
3854	0	14247	10235	0	26812	0	0	0	7168
0	0	22061	23999	0	0	0	0	0	24938
0	0	3637	0	1913	0	0	0	0	0
13994	6360	10757	11454	5715	26036	11996	8717	7861	8715
0	0	25117	0	0	26444	0	0	0	14536
0	0	25116	0	0	26445	0	0	0	14535
